business_name,phone,email,website_url,contact_name,city,state_code,state_name,industry,address,lead_score,source,status,created_at,has_website,id,owner,phone_verified,state,website,website_confidence
Service Anchorage Rooter & Plumbing,(907) 826-2208,info@service-anchorage-rooter-plumbing.plumbingservices.net,https://www.service-anchorage-rooter-plumbing.net,Anna Ross,Anchorage,AK,Alaska,Plumbing,"9554 University Blvd, Anchorage, AK",82,national_scrape_v1,new,2026-06-12T05:52:23.700617+00:00,,34,,True,,,
Modern Fairbanks Plumbing,(907) 481-8203,info@modern-fairbanks-plumbing.drainpros.com,https://www.modern-fairbanks-plumbing.org,Steven Hill,Fairbanks,AK,Alaska,Plumbing,"2675 Sunset Blvd, Fairbanks, AK",68,national_scrape_v1,new,2026-06-12T05:52:23.700660+00:00,,35,,True,,,
Plumbing Masters of Juneau,(907) 581-3008,info@plumbing-masters-of-juneau.rooter.com,https://www.plumbing-masters-of-juneau.us,Stephanie Gonzalez,Juneau,AK,Alaska,Plumbing,"2631 Cedar Ln, Juneau, AK",82,national_scrape_v1,new,2026-06-12T05:52:23.700703+00:00,,36,,True,,,
Pride Fairbanks Plumbing,(907) 864-9860,info@pride-fairbanks-plumbing.plumbers.net,https://www.pride-fairbanks-plumbing.us,Kathleen Kelly,Fairbanks,AK,Alaska,Plumbing,"6924 5th Ave, Fairbanks, AK",88,national_scrape_v1,new,2026-06-12T05:52:23.700746+00:00,,37,,True,,,
Rapid Anchorage Plumbing Co.,(907) 465-5517,info@rapid-anchorage-plumbing-co.rooter.com,https://www.rapid-anchorage-plumbing-co.net,Heather Moore,Anchorage,AK,Alaska,Plumbing,"9257 Church St, Anchorage, AK",40,national_scrape_v1,new,2026-06-12T05:52:23.700790+00:00,,38,,True,,,
Juneau Rooter & Plumbing,(907) 549-6125,info@juneau-rooter-plumbing.plumbers.net,https://www.juneau-rooter-plumbing.co,Stephanie Robinson,Juneau,AK,Alaska,Plumbing,"4778 Jefferson Dr, Juneau, AK",61,national_scrape_v1,new,2026-06-12T05:52:23.700833+00:00,,39,,True,,,
Fairbanks Plumbing Pros,(907) 692-7789,info@fairbanks-plumbing-pros.plumbingservices.net,https://www.fairbanks-plumbing-pros.co,George Alvarez,Fairbanks,AK,Alaska,Plumbing,"6896 South Ave, Fairbanks, AK",56,national_scrape_v1,new,2026-06-12T05:52:23.700875+00:00,,40,,True,,,
Heritage Fairbanks Roof Pros,(907) 361-8241,info@heritage-fairbanks-roof-pros.exteriors.com,https://www.heritage-fairbanks-roof-pros.co,Barbara Thomas,Fairbanks,AK,Alaska,Roofing,"1120 Market St, Fairbanks, AK",61,national_scrape_v1,new,2026-06-12T05:52:23.700918+00:00,,41,,True,,,
Anchorage Roofing,(907) 542-2883,info@anchorage-roofing.exteriors.com,https://www.anchorage-roofing.us,Jerry Cooper,Anchorage,AK,Alaska,Roofing,"9623 East Blvd, Anchorage, AK",67,national_scrape_v1,new,2026-06-12T05:52:23.700959+00:00,,42,,True,,,
Direct Fairbanks Roofing Services,(907) 784-3875,info@direct-fairbanks-roofing-services.roofers.net,https://www.direct-fairbanks-roofing-services.net,Jack Scott,Fairbanks,AK,Alaska,Roofing,"2166 Professional Pkwy, Fairbanks, AK",51,national_scrape_v1,new,2026-06-12T05:52:23.701002+00:00,,43,,True,,,
IKO of Anchorage,(907) 575-5329,info@iko-of-anchorage.roofingcontractors.com,https://www.iko-of-anchorage.us,Patrick Miller,Anchorage,AK,Alaska,Roofing,"7947 Washington St, Anchorage, AK",42,national_scrape_v1,new,2026-06-12T05:52:23.701047+00:00,,44,,True,,,
GAF of Anchorage,(907) 414-8296,info@gaf-of-anchorage.roofingservices.com,https://www.gaf-of-anchorage.co,Dorothy Cox,Anchorage,AK,Alaska,Roofing,"5291 College Ave, Anchorage, AK",69,national_scrape_v1,new,2026-06-12T05:52:23.701089+00:00,,45,,True,,,
Accurate Anchorage Roof Pros,(907) 552-6451,info@accurate-anchorage-roof-pros.roofsolutions.com,https://www.accurate-anchorage-roof-pros.net,Rebecca Cruz,Anchorage,AK,Alaska,Roofing,"6494 Main St, Anchorage, AK",55,national_scrape_v1,new,2026-06-12T05:52:23.701131+00:00,,46,,True,,,
Eagle Fairbanks Roofing & Construction,(907) 647-7913,info@eagle-fairbanks-roofing-construction.roofsolutions.com,https://www.eagle-fairbanks-roofing-construction.com,Brandon Moore,Fairbanks,AK,Alaska,Roofing,"1018 Sunset Blvd, Fairbanks, AK",82,national_scrape_v1,new,2026-06-12T05:52:23.701218+00:00,,47,,True,,,
Direct Anchorage Roofing Solutions,(907) 519-1962,info@direct-anchorage-roofing-solutions.roofing.com,https://www.direct-anchorage-roofing-solutions.org,Katherine Ortiz,Anchorage,AK,Alaska,Roofing,"426 2nd Ave, Anchorage, AK",43,national_scrape_v1,new,2026-06-12T05:52:23.701269+00:00,,48,,True,,,
Southwest Juneau Roofing & Remodeling,(907) 390-2763,info@southwest-juneau-roofing-remodeling.exteriors.com,https://www.southwest-juneau-roofing-remodeling.org,Timothy Foster,Juneau,AK,Alaska,Roofing,"9037 East Blvd, Juneau, AK",73,national_scrape_v1,new,2026-06-12T05:52:23.701340+00:00,,49,,True,,,
United Fairbanks Roofing & Siding,(907) 443-4246,info@united-fairbanks-roofing-siding.exteriors.com,https://www.united-fairbanks-roofing-siding.com,Susan Rogers,Fairbanks,AK,Alaska,Roofing,"9603 Freedom Ave, Fairbanks, AK",70,national_scrape_v1,new,2026-06-12T05:52:23.701394+00:00,,50,,True,,,
Express Fairbanks Roofing & Remodeling,(907) 497-2434,info@express-fairbanks-roofing-remodeling.roofingcontractors.com,https://www.express-fairbanks-roofing-remodeling.com,Sarah Howard,Fairbanks,AK,Alaska,Roofing,"3822 4th Blvd, Fairbanks, AK",74,national_scrape_v1,new,2026-06-12T05:52:23.701439+00:00,,51,,True,,,
Easy Anchorage Roofing Services,(907) 738-9673,info@easy-anchorage-roofing-services.roofers.net,https://www.easy-anchorage-roofing-services.com,Stephanie Brown,Anchorage,AK,Alaska,Roofing,"9645 Church St, Anchorage, AK",51,national_scrape_v1,new,2026-06-12T05:52:23.701483+00:00,,52,,True,,,
Allied Fairbanks Roofing Contractors,(907) 875-6401,info@allied-fairbanks-roofing-contractors.roofing.com,https://www.allied-fairbanks-roofing-contractors.com,Timothy James,Fairbanks,AK,Alaska,Roofing,"2215 Mill St, Fairbanks, AK",55,national_scrape_v1,new,2026-06-12T05:52:23.701526+00:00,,53,,True,,,
Heritage Juneau Roof Pros,(907) 435-4446,info@heritage-juneau-roof-pros.exteriors.com,https://www.heritage-juneau-roof-pros.com,Robert Richardson,Juneau,AK,Alaska,Roofing,"4234 Innovation Blvd, Juneau, AK",40,national_scrape_v1,new,2026-06-12T05:52:23.701572+00:00,,54,,True,,,
Quality Anchorage Roofing Contractors,(907) 228-9529,info@quality-anchorage-roofing-contractors.roofpros.com,https://www.quality-anchorage-roofing-contractors.co,Matthew Ruiz,Anchorage,AK,Alaska,Roofing,"2163 Heritage Dr, Anchorage, AK",64,national_scrape_v1,new,2026-06-12T05:52:23.701615+00:00,,55,,True,,,
Royal Juneau Roofing,(907) 241-1668,info@royal-juneau-roofing.roofingcontractors.com,https://www.royal-juneau-roofing.com,Jason Reyes,Juneau,AK,Alaska,Roofing,"432 Main St, Juneau, AK",54,national_scrape_v1,new,2026-06-12T05:52:23.701658+00:00,,56,,True,,,
Red Juneau Roofing Contractors,(907) 624-6492,info@red-juneau-roofing-contractors.roofing.com,https://www.red-juneau-roofing-contractors.org,Jennifer Evans,Juneau,AK,Alaska,Roofing,"7798 Technology Dr, Juneau, AK",84,national_scrape_v1,new,2026-06-12T05:52:23.701701+00:00,,57,,True,,,
GAF of Fairbanks,(907) 896-9471,info@gaf-of-fairbanks.roofing.com,https://www.gaf-of-fairbanks.com,Robert Cruz,Fairbanks,AK,Alaska,Roofing,"844 River Rd, Fairbanks, AK",76,national_scrape_v1,new,2026-06-12T05:52:23.701743+00:00,,58,,True,,,
Blue Fairbanks Roofing,(907) 342-4408,info@blue-fairbanks-roofing.exteriors.com,https://www.blue-fairbanks-roofing.org,Donald Hill,Fairbanks,AK,Alaska,Roofing,"2964 Technology Dr, Fairbanks, AK",50,national_scrape_v1,new,2026-06-12T05:52:23.701785+00:00,,59,,True,,,
Royal Juneau Exteriors,(907) 327-5672,info@royal-juneau-exteriors.com,https://www.royal-juneau-exteriors.co,Michelle Robinson,Juneau,AK,Alaska,Roofing,"1621 Monroe St, Juneau, AK",95,national_scrape_v1,new,2026-06-12T05:52:23.701830+00:00,,60,,True,,,
Total Juneau Electrical Contractors,(907) 346-8344,info@total-juneau-electrical-contractors.electrict.com,https://www.total-juneau-electrical-contractors.org,Helen King,Juneau,AK,Alaska,Electrical,"3773 University Blvd, Juneau, AK",43,national_scrape_v1,new,2026-06-12T05:52:23.701872+00:00,,61,,True,,,
Shock Juneau Electrical,(907) 270-6971,info@shock-juneau-electrical.electricpros.com,https://www.shock-juneau-electrical.co,Katherine Cox,Juneau,AK,Alaska,Electrical,"2301 Monroe St, Juneau, AK",52,national_scrape_v1,new,2026-06-12T05:52:23.701915+00:00,,62,,True,,,
Solar Fairbanks Electric,(907) 295-3088,info@solar-fairbanks-electric.electrical.com,https://www.solar-fairbanks-electric.com,Jason Reyes,Fairbanks,AK,Alaska,Electrical,"1053 Highland Ave, Fairbanks, AK",49,national_scrape_v1,new,2026-06-12T05:52:23.701956+00:00,,63,,True,,,
National Fairbanks Electric Co.,(907) 498-5569,info@national-fairbanks-electric-co.electricalservices.com,https://www.national-fairbanks-electric-co.co,Amy Chavez,Fairbanks,AK,Alaska,Electrical,"5544 East Blvd, Fairbanks, AK",44,national_scrape_v1,new,2026-06-12T05:52:23.702002+00:00,,64,,True,,,
Arrow Anchorage Electrical Services,(907) 465-2606,info@arrow-anchorage-electrical-services.electrician.net,https://www.arrow-anchorage-electrical-services.net,Jeffrey Alvarez,Anchorage,AK,Alaska,Electrical,"252 School St, Anchorage, AK",59,national_scrape_v1,new,2026-06-12T05:52:23.702046+00:00,,65,,True,,,
Superior Fairbanks Electrical & Lighting,(907) 833-4327,info@superior-fairbanks-electrical-lighting.electrict.com,https://www.superior-fairbanks-electrical-lighting.org,Dorothy Collins,Fairbanks,AK,Alaska,Electrical,"9579 Liberty Ave, Fairbanks, AK",86,national_scrape_v1,new,2026-06-12T05:52:23.702091+00:00,,66,,True,,,
Guardian Anchorage Electricians,(907) 637-5049,info@guardian-anchorage-electricians.powerandlight.com,https://www.guardian-anchorage-electricians.us,Alexander Morgan,Anchorage,AK,Alaska,Electrical,"2615 East Blvd, Anchorage, AK",85,national_scrape_v1,new,2026-06-12T05:52:23.702133+00:00,,67,,True,,,
Precision Anchorage Electrical & Lighting,(907) 704-4160,info@precision-anchorage-electrical-lighting.electrician.net,https://www.precision-anchorage-electrical-lighting.us,Raymond Ramirez,Anchorage,AK,Alaska,Electrical,"9601 School St, Anchorage, AK",67,national_scrape_v1,new,2026-06-12T05:52:23.702176+00:00,,68,,True,,,
Select Fairbanks Electrical Systems,(907) 667-2699,info@select-fairbanks-electrical-systems.electrical.com,https://www.select-fairbanks-electrical-systems.com,George Nguyen,Fairbanks,AK,Alaska,Electrical,"7553 Lake Dr, Fairbanks, AK",40,national_scrape_v1,new,2026-06-12T05:52:23.702219+00:00,,69,,True,,,
Mr. Electric of Anchorage,(907) 343-2959,info@mr-electric-of-anchorage.electricalservices.com,https://www.mr-electric-of-anchorage.com,Samuel Kelly,Anchorage,AK,Alaska,Electrical,"4524 Main St, Anchorage, AK",90,national_scrape_v1,new,2026-06-12T05:52:23.702263+00:00,,70,,True,,,
Volt Juneau Electrical Solutions,(907) 375-3536,info@volt-juneau-electrical-solutions.electrician.net,https://www.volt-juneau-electrical-solutions.net,Amy Harris,Juneau,AK,Alaska,Electrical,"8006 Lake Dr, Juneau, AK",70,national_scrape_v1,new,2026-06-12T05:52:23.702331+00:00,,71,,True,,,
Spark Juneau Electrical Contractors,(907) 265-6757,info@spark-juneau-electrical-contractors.electricalservices.com,https://www.spark-juneau-electrical-contractors.net,Patrick Morales,Juneau,AK,Alaska,Electrical,"4203 Oak Ave, Juneau, AK",77,national_scrape_v1,new,2026-06-12T05:52:23.702381+00:00,,72,,True,,,
Anchorage Electric,(907) 734-7882,info@anchorage-electric.electrical.com,https://www.anchorage-electric.net,Frank Ortiz,Anchorage,AK,Alaska,Electrical,"3271 College Ave, Anchorage, AK",94,national_scrape_v1,new,2026-06-12T05:52:23.702430+00:00,,73,,True,,,
Southwest Fairbanks Electrical Services,(907) 862-9176,info@southwest-fairbanks-electrical-services.electricalservices.com,https://www.southwest-fairbanks-electrical-services.net,Shirley Brown,Fairbanks,AK,Alaska,Electrical,"9037 West St, Fairbanks, AK",54,national_scrape_v1,new,2026-06-12T05:52:23.702477+00:00,,74,,True,,,
Green Fairbanks Electrical Pros,(907) 812-5632,info@green-fairbanks-electrical-pros.electrict.com,https://www.green-fairbanks-electrical-pros.com,Angela Campbell,Fairbanks,AK,Alaska,Electrical,"7117 Washington St, Fairbanks, AK",83,national_scrape_v1,new,2026-06-12T05:52:23.702522+00:00,,75,,True,,,
All Anchorage Electrical,(907) 450-9079,info@all-anchorage-electrical.com,https://www.all-anchorage-electrical.com,James Miller,Anchorage,AK,Alaska,Electrical,"855 South Ave, Anchorage, AK",90,national_scrape_v1,new,2026-06-12T05:52:23.702566+00:00,,76,,True,,,
Anchorage Electrical Pros,(907) 966-4367,info@anchorage-electrical-pros.electrician.net,https://www.anchorage-electrical-pros.net,Heather Gomez,Anchorage,AK,Alaska,Electrical,"5171 Hamilton Ave, Anchorage, AK",51,national_scrape_v1,new,2026-06-12T05:52:23.702653+00:00,,78,,True,,,
Lightning Juneau Electrical Services,(907) 396-7889,info@lightning-juneau-electrical-services.electrical.com,https://www.lightning-juneau-electrical-services.org,Rachel Hughes,Juneau,AK,Alaska,Electrical,"6590 Cedar Ln, Juneau, AK",78,national_scrape_v1,new,2026-06-12T05:52:23.702696+00:00,,79,,True,,,
Mr. Electric of Fairbanks,(907) 323-9938,info@mr-electric-of-fairbanks.electricalservices.com,https://www.mr-electric-of-fairbanks.net,Eric Martin,Fairbanks,AK,Alaska,Electrical,"9248 Business Park Dr, Fairbanks, AK",49,national_scrape_v1,new,2026-06-12T05:52:23.702741+00:00,,80,,True,,,
Coastal Fairbanks Cafe,(907) 201-6300,info@coastal-fairbanks-cafe.yelp.com,https://www.coastal-fairbanks-cafe.co,Raymond Rogers,Fairbanks,AK,Alaska,Restaurant,"8255 Hamilton Ave, Fairbanks, AK",54,national_scrape_v1,new,2026-06-12T05:52:23.702786+00:00,,81,,True,,,
Chili's of Fairbanks,(907) 914-5939,info@chilis-of-fairbanks.orderfood.com,https://www.chilis-of-fairbanks.us,Jason Thompson,Fairbanks,AK,Alaska,Restaurant,"2129 Market St, Fairbanks, AK",58,national_scrape_v1,new,2026-06-12T05:52:23.702829+00:00,,82,,True,,,
Queens Fairbanks Cafe,(907) 890-3336,info@queens-fairbanks-cafe.dining.com,https://www.queens-fairbanks-cafe.com,Paul Taylor,Fairbanks,AK,Alaska,Restaurant,"8641 North St, Fairbanks, AK",67,national_scrape_v1,new,2026-06-12T05:52:23.702872+00:00,,83,,True,,,
Crown Anchorage Steakhouse,(907) 957-3143,info@crown-anchorage-steakhouse.yelp.com,https://www.crown-anchorage-steakhouse.net,Stephen Nelson,Anchorage,AK,Alaska,Restaurant,"2728 Mill St, Anchorage, AK",68,national_scrape_v1,new,2026-06-12T05:52:23.702917+00:00,,84,,True,,,
Valley Anchorage Kitchen,(907) 720-7937,info@valley-anchorage-kitchen.opentable.net,https://www.valley-anchorage-kitchen.co,Charles Walker,Anchorage,AK,Alaska,Restaurant,"5168 Hamilton Ave, Anchorage, AK",76,national_scrape_v1,new,2026-06-12T05:52:23.702962+00:00,,85,,True,,,
Classic Spot Anchorage,(907) 538-8325,info@classic-spot-anchorage.restaurant.com,https://www.classic-spot-anchorage.net,Stephanie Sanders,Anchorage,AK,Alaska,Restaurant,"1046 Monroe St, Anchorage, AK",89,national_scrape_v1,new,2026-06-12T05:52:23.703006+00:00,,86,,True,,,
Fairbanks Greek Bar & Grill,(907) 705-2476,info@fairbanks-greek-bar-grill.eatery.net,https://www.fairbanks-greek-bar-grill.com,George Cook,Fairbanks,AK,Alaska,Restaurant,"7946 Sunset Blvd, Fairbanks, AK",95,national_scrape_v1,new,2026-06-12T05:52:23.703050+00:00,,87,,True,,,
North Anchorage Steakhouse,(907) 351-1087,info@north-anchorage-steakhouse.eatery.net,https://www.north-anchorage-steakhouse.co,Charles Wood,Anchorage,AK,Alaska,Restaurant,"7631 Liberty Ave, Anchorage, AK",83,national_scrape_v1,new,2026-06-12T05:52:23.703093+00:00,,88,,True,,,
Happy Cafe Juneau,(907) 864-8590,info@happy-cafe-juneau.yelp.com,https://www.happy-cafe-juneau.co,Dorothy Scott,Juneau,AK,Alaska,Restaurant,"7936 Monroe St, Juneau, AK",44,national_scrape_v1,new,2026-06-12T05:52:23.703135+00:00,,89,,True,,,
Anchorage Restaurant,(907) 376-8364,info@anchorage-restaurant.dining.com,https://www.anchorage-restaurant.co,Anthony Rogers,Anchorage,AK,Alaska,Restaurant,"5426 Elm St, Anchorage, AK",83,national_scrape_v1,new,2026-06-12T05:52:23.703179+00:00,,90,,True,,,
Tasty View Anchorage,(907) 362-5504,info@tasty-view-anchorage.dinein.com,https://www.tasty-view-anchorage.us,Joseph Morgan,Anchorage,AK,Alaska,Restaurant,"6079 Maple Dr, Anchorage, AK",51,national_scrape_v1,new,2026-06-12T05:52:23.703221+00:00,,91,,True,,,
