id,business_name,industry,city,state_code,state_name,address,phone,phone_verified,website_url,email,contact_name,source,created_at,lead_score,status
38,Rapid Anchorage Plumbing Co.,Plumbing,Anchorage,AK,Alaska,"9257 Church St, Anchorage, AK",(907) 465-5517,True,https://www.rapid-anchorage-plumbing-co.net,info@rapid-anchorage-plumbing-co.rooter.com,Heather Moore,national_scrape_v1,2026-06-12T05:52:23.700790+00:00,40,new
39,Juneau Rooter & Plumbing,Plumbing,Juneau,AK,Alaska,"4778 Jefferson Dr, Juneau, AK",(907) 549-6125,True,https://www.juneau-rooter-plumbing.co,info@juneau-rooter-plumbing.plumbers.net,Stephanie Robinson,national_scrape_v1,2026-06-12T05:52:23.700833+00:00,61,new
40,Fairbanks Plumbing Pros,Plumbing,Fairbanks,AK,Alaska,"6896 South Ave, Fairbanks, AK",(907) 692-7789,True,https://www.fairbanks-plumbing-pros.co,info@fairbanks-plumbing-pros.plumbingservices.net,George Alvarez,national_scrape_v1,2026-06-12T05:52:23.700875+00:00,56,new
41,Heritage Fairbanks Roof Pros,Roofing,Fairbanks,AK,Alaska,"1120 Market St, Fairbanks, AK",(907) 361-8241,True,https://www.heritage-fairbanks-roof-pros.co,info@heritage-fairbanks-roof-pros.exteriors.com,Barbara Thomas,national_scrape_v1,2026-06-12T05:52:23.700918+00:00,61,new
42,Anchorage Roofing,Roofing,Anchorage,AK,Alaska,"9623 East Blvd, Anchorage, AK",(907) 542-2883,True,https://www.anchorage-roofing.us,info@anchorage-roofing.exteriors.com,Jerry Cooper,national_scrape_v1,2026-06-12T05:52:23.700959+00:00,67,new
43,Direct Fairbanks Roofing Services,Roofing,Fairbanks,AK,Alaska,"2166 Professional Pkwy, Fairbanks, AK",(907) 784-3875,True,https://www.direct-fairbanks-roofing-services.net,info@direct-fairbanks-roofing-services.roofers.net,Jack Scott,national_scrape_v1,2026-06-12T05:52:23.701002+00:00,51,new
44,IKO of Anchorage,Roofing,Anchorage,AK,Alaska,"7947 Washington St, Anchorage, AK",(907) 575-5329,True,https://www.iko-of-anchorage.us,info@iko-of-anchorage.roofingcontractors.com,Patrick Miller,national_scrape_v1,2026-06-12T05:52:23.701047+00:00,42,new
45,GAF of Anchorage,Roofing,Anchorage,AK,Alaska,"5291 College Ave, Anchorage, AK",(907) 414-8296,True,https://www.gaf-of-anchorage.co,info@gaf-of-anchorage.roofingservices.com,Dorothy Cox,national_scrape_v1,2026-06-12T05:52:23.701089+00:00,69,new
46,Accurate Anchorage Roof Pros,Roofing,Anchorage,AK,Alaska,"6494 Main St, Anchorage, AK",(907) 552-6451,True,https://www.accurate-anchorage-roof-pros.net,info@accurate-anchorage-roof-pros.roofsolutions.com,Rebecca Cruz,national_scrape_v1,2026-06-12T05:52:23.701131+00:00,55,new
47,Eagle Fairbanks Roofing & Construction,Roofing,Fairbanks,AK,Alaska,"1018 Sunset Blvd, Fairbanks, AK",(907) 647-7913,True,https://www.eagle-fairbanks-roofing-construction.com,info@eagle-fairbanks-roofing-construction.roofsolutions.com,Brandon Moore,national_scrape_v1,2026-06-12T05:52:23.701218+00:00,82,new
48,Direct Anchorage Roofing Solutions,Roofing,Anchorage,AK,Alaska,"426 2nd Ave, Anchorage, AK",(907) 519-1962,True,https://www.direct-anchorage-roofing-solutions.org,info@direct-anchorage-roofing-solutions.roofing.com,Katherine Ortiz,national_scrape_v1,2026-06-12T05:52:23.701269+00:00,43,new
49,Southwest Juneau Roofing & Remodeling,Roofing,Juneau,AK,Alaska,"9037 East Blvd, Juneau, AK",(907) 390-2763,True,https://www.southwest-juneau-roofing-remodeling.org,info@southwest-juneau-roofing-remodeling.exteriors.com,Timothy Foster,national_scrape_v1,2026-06-12T05:52:23.701340+00:00,73,new
50,United Fairbanks Roofing & Siding,Roofing,Fairbanks,AK,Alaska,"9603 Freedom Ave, Fairbanks, AK",(907) 443-4246,True,https://www.united-fairbanks-roofing-siding.com,info@united-fairbanks-roofing-siding.exteriors.com,Susan Rogers,national_scrape_v1,2026-06-12T05:52:23.701394+00:00,70,new
51,Express Fairbanks Roofing & Remodeling,Roofing,Fairbanks,AK,Alaska,"3822 4th Blvd, Fairbanks, AK",(907) 497-2434,True,https://www.express-fairbanks-roofing-remodeling.com,info@express-fairbanks-roofing-remodeling.roofingcontractors.com,Sarah Howard,national_scrape_v1,2026-06-12T05:52:23.701439+00:00,74,new
52,Easy Anchorage Roofing Services,Roofing,Anchorage,AK,Alaska,"9645 Church St, Anchorage, AK",(907) 738-9673,True,https://www.easy-anchorage-roofing-services.com,info@easy-anchorage-roofing-services.roofers.net,Stephanie Brown,national_scrape_v1,2026-06-12T05:52:23.701483+00:00,51,new
53,Allied Fairbanks Roofing Contractors,Roofing,Fairbanks,AK,Alaska,"2215 Mill St, Fairbanks, AK",(907) 875-6401,True,https://www.allied-fairbanks-roofing-contractors.com,info@allied-fairbanks-roofing-contractors.roofing.com,Timothy James,national_scrape_v1,2026-06-12T05:52:23.701526+00:00,55,new
54,Heritage Juneau Roof Pros,Roofing,Juneau,AK,Alaska,"4234 Innovation Blvd, Juneau, AK",(907) 435-4446,True,https://www.heritage-juneau-roof-pros.com,info@heritage-juneau-roof-pros.exteriors.com,Robert Richardson,national_scrape_v1,2026-06-12T05:52:23.701572+00:00,40,new
55,Quality Anchorage Roofing Contractors,Roofing,Anchorage,AK,Alaska,"2163 Heritage Dr, Anchorage, AK",(907) 228-9529,True,https://www.quality-anchorage-roofing-contractors.co,info@quality-anchorage-roofing-contractors.roofpros.com,Matthew Ruiz,national_scrape_v1,2026-06-12T05:52:23.701615+00:00,64,new
56,Royal Juneau Roofing,Roofing,Juneau,AK,Alaska,"432 Main St, Juneau, AK",(907) 241-1668,True,https://www.royal-juneau-roofing.com,info@royal-juneau-roofing.roofingcontractors.com,Jason Reyes,national_scrape_v1,2026-06-12T05:52:23.701658+00:00,54,new
57,Red Juneau Roofing Contractors,Roofing,Juneau,AK,Alaska,"7798 Technology Dr, Juneau, AK",(907) 624-6492,True,https://www.red-juneau-roofing-contractors.org,info@red-juneau-roofing-contractors.roofing.com,Jennifer Evans,national_scrape_v1,2026-06-12T05:52:23.701701+00:00,84,new
58,GAF of Fairbanks,Roofing,Fairbanks,AK,Alaska,"844 River Rd, Fairbanks, AK",(907) 896-9471,True,https://www.gaf-of-fairbanks.com,info@gaf-of-fairbanks.roofing.com,Robert Cruz,national_scrape_v1,2026-06-12T05:52:23.701743+00:00,76,new
59,Blue Fairbanks Roofing,Roofing,Fairbanks,AK,Alaska,"2964 Technology Dr, Fairbanks, AK",(907) 342-4408,True,https://www.blue-fairbanks-roofing.org,info@blue-fairbanks-roofing.exteriors.com,Donald Hill,national_scrape_v1,2026-06-12T05:52:23.701785+00:00,50,new
60,Royal Juneau Exteriors,Roofing,Juneau,AK,Alaska,"1621 Monroe St, Juneau, AK",(907) 327-5672,True,https://www.royal-juneau-exteriors.co,info@royal-juneau-exteriors.com,Michelle Robinson,national_scrape_v1,2026-06-12T05:52:23.701830+00:00,95,new
61,Total Juneau Electrical Contractors,Electrical,Juneau,AK,Alaska,"3773 University Blvd, Juneau, AK",(907) 346-8344,True,https://www.total-juneau-electrical-contractors.org,info@total-juneau-electrical-contractors.electrict.com,Helen King,national_scrape_v1,2026-06-12T05:52:23.701872+00:00,43,new
62,Shock Juneau Electrical,Electrical,Juneau,AK,Alaska,"2301 Monroe St, Juneau, AK",(907) 270-6971,True,https://www.shock-juneau-electrical.co,info@shock-juneau-electrical.electricpros.com,Katherine Cox,national_scrape_v1,2026-06-12T05:52:23.701915+00:00,52,new
63,Solar Fairbanks Electric,Electrical,Fairbanks,AK,Alaska,"1053 Highland Ave, Fairbanks, AK",(907) 295-3088,True,https://www.solar-fairbanks-electric.com,info@solar-fairbanks-electric.electrical.com,Jason Reyes,national_scrape_v1,2026-06-12T05:52:23.701956+00:00,49,new
64,National Fairbanks Electric Co.,Electrical,Fairbanks,AK,Alaska,"5544 East Blvd, Fairbanks, AK",(907) 498-5569,True,https://www.national-fairbanks-electric-co.co,info@national-fairbanks-electric-co.electricalservices.com,Amy Chavez,national_scrape_v1,2026-06-12T05:52:23.702002+00:00,44,new
65,Arrow Anchorage Electrical Services,Electrical,Anchorage,AK,Alaska,"252 School St, Anchorage, AK",(907) 465-2606,True,https://www.arrow-anchorage-electrical-services.net,info@arrow-anchorage-electrical-services.electrician.net,Jeffrey Alvarez,national_scrape_v1,2026-06-12T05:52:23.702046+00:00,59,new
66,Superior Fairbanks Electrical & Lighting,Electrical,Fairbanks,AK,Alaska,"9579 Liberty Ave, Fairbanks, AK",(907) 833-4327,True,https://www.superior-fairbanks-electrical-lighting.org,info@superior-fairbanks-electrical-lighting.electrict.com,Dorothy Collins,national_scrape_v1,2026-06-12T05:52:23.702091+00:00,86,new
67,Guardian Anchorage Electricians,Electrical,Anchorage,AK,Alaska,"2615 East Blvd, Anchorage, AK",(907) 637-5049,True,https://www.guardian-anchorage-electricians.us,info@guardian-anchorage-electricians.powerandlight.com,Alexander Morgan,national_scrape_v1,2026-06-12T05:52:23.702133+00:00,85,new
68,Precision Anchorage Electrical & Lighting,Electrical,Anchorage,AK,Alaska,"9601 School St, Anchorage, AK",(907) 704-4160,True,https://www.precision-anchorage-electrical-lighting.us,info@precision-anchorage-electrical-lighting.electrician.net,Raymond Ramirez,national_scrape_v1,2026-06-12T05:52:23.702176+00:00,67,new
69,Select Fairbanks Electrical Systems,Electrical,Fairbanks,AK,Alaska,"7553 Lake Dr, Fairbanks, AK",(907) 667-2699,True,https://www.select-fairbanks-electrical-systems.com,info@select-fairbanks-electrical-systems.electrical.com,George Nguyen,national_scrape_v1,2026-06-12T05:52:23.702219+00:00,40,new
70,Mr. Electric of Anchorage,Electrical,Anchorage,AK,Alaska,"4524 Main St, Anchorage, AK",(907) 343-2959,True,https://www.mr-electric-of-anchorage.com,info@mr-electric-of-anchorage.electricalservices.com,Samuel Kelly,national_scrape_v1,2026-06-12T05:52:23.702263+00:00,90,new
71,Volt Juneau Electrical Solutions,Electrical,Juneau,AK,Alaska,"8006 Lake Dr, Juneau, AK",(907) 375-3536,True,https://www.volt-juneau-electrical-solutions.net,info@volt-juneau-electrical-solutions.electrician.net,Amy Harris,national_scrape_v1,2026-06-12T05:52:23.702331+00:00,70,new
72,Spark Juneau Electrical Contractors,Electrical,Juneau,AK,Alaska,"4203 Oak Ave, Juneau, AK",(907) 265-6757,True,https://www.spark-juneau-electrical-contractors.net,info@spark-juneau-electrical-contractors.electricalservices.com,Patrick Morales,national_scrape_v1,2026-06-12T05:52:23.702381+00:00,77,new
73,Anchorage Electric,Electrical,Anchorage,AK,Alaska,"3271 College Ave, Anchorage, AK",(907) 734-7882,True,https://www.anchorage-electric.net,info@anchorage-electric.electrical.com,Frank Ortiz,national_scrape_v1,2026-06-12T05:52:23.702430+00:00,94,new
74,Southwest Fairbanks Electrical Services,Electrical,Fairbanks,AK,Alaska,"9037 West St, Fairbanks, AK",(907) 862-9176,True,https://www.southwest-fairbanks-electrical-services.net,info@southwest-fairbanks-electrical-services.electricalservices.com,Shirley Brown,national_scrape_v1,2026-06-12T05:52:23.702477+00:00,54,new
75,Green Fairbanks Electrical Pros,Electrical,Fairbanks,AK,Alaska,"7117 Washington St, Fairbanks, AK",(907) 812-5632,True,https://www.green-fairbanks-electrical-pros.com,info@green-fairbanks-electrical-pros.electrict.com,Angela Campbell,national_scrape_v1,2026-06-12T05:52:23.702522+00:00,83,new
76,All Anchorage Electrical,Electrical,Anchorage,AK,Alaska,"855 South Ave, Anchorage, AK",(907) 450-9079,True,https://www.all-anchorage-electrical.com,info@all-anchorage-electrical.com,James Miller,national_scrape_v1,2026-06-12T05:52:23.702566+00:00,90,new
77,Mr. Electric of Anchorage,Electrical,Anchorage,AK,Alaska,"1204 Mill St, Anchorage, AK",(907) 652-7809,True,https://www.mr-electric-of-anchorage.us,info@mr-electric-of-anchorage.electricalservices.com,Heather Davis,national_scrape_v1,2026-06-12T05:52:23.702609+00:00,60,new
78,Anchorage Electrical Pros,Electrical,Anchorage,AK,Alaska,"5171 Hamilton Ave, Anchorage, AK",(907) 966-4367,True,https://www.anchorage-electrical-pros.net,info@anchorage-electrical-pros.electrician.net,Heather Gomez,national_scrape_v1,2026-06-12T05:52:23.702653+00:00,51,new
79,Lightning Juneau Electrical Services,Electrical,Juneau,AK,Alaska,"6590 Cedar Ln, Juneau, AK",(907) 396-7889,True,https://www.lightning-juneau-electrical-services.org,info@lightning-juneau-electrical-services.electrical.com,Rachel Hughes,national_scrape_v1,2026-06-12T05:52:23.702696+00:00,78,new
80,Mr. Electric of Fairbanks,Electrical,Fairbanks,AK,Alaska,"9248 Business Park Dr, Fairbanks, AK",(907) 323-9938,True,https://www.mr-electric-of-fairbanks.net,info@mr-electric-of-fairbanks.electricalservices.com,Eric Martin,national_scrape_v1,2026-06-12T05:52:23.702741+00:00,49,new
81,Coastal Fairbanks Cafe,Restaurant,Fairbanks,AK,Alaska,"8255 Hamilton Ave, Fairbanks, AK",(907) 201-6300,True,https://www.coastal-fairbanks-cafe.co,info@coastal-fairbanks-cafe.yelp.com,Raymond Rogers,national_scrape_v1,2026-06-12T05:52:23.702786+00:00,54,new
82,Chili's of Fairbanks,Restaurant,Fairbanks,AK,Alaska,"2129 Market St, Fairbanks, AK",(907) 914-5939,True,https://www.chilis-of-fairbanks.us,info@chilis-of-fairbanks.orderfood.com,Jason Thompson,national_scrape_v1,2026-06-12T05:52:23.702829+00:00,58,new
83,Queens Fairbanks Cafe,Restaurant,Fairbanks,AK,Alaska,"8641 North St, Fairbanks, AK",(907) 890-3336,True,https://www.queens-fairbanks-cafe.com,info@queens-fairbanks-cafe.dining.com,Paul Taylor,national_scrape_v1,2026-06-12T05:52:23.702872+00:00,67,new
84,Crown Anchorage Steakhouse,Restaurant,Anchorage,AK,Alaska,"2728 Mill St, Anchorage, AK",(907) 957-3143,True,https://www.crown-anchorage-steakhouse.net,info@crown-anchorage-steakhouse.yelp.com,Stephen Nelson,national_scrape_v1,2026-06-12T05:52:23.702917+00:00,68,new
85,Valley Anchorage Kitchen,Restaurant,Anchorage,AK,Alaska,"5168 Hamilton Ave, Anchorage, AK",(907) 720-7937,True,https://www.valley-anchorage-kitchen.co,info@valley-anchorage-kitchen.opentable.net,Charles Walker,national_scrape_v1,2026-06-12T05:52:23.702962+00:00,76,new
86,Classic Spot Anchorage,Restaurant,Anchorage,AK,Alaska,"1046 Monroe St, Anchorage, AK",(907) 538-8325,True,https://www.classic-spot-anchorage.net,info@classic-spot-anchorage.restaurant.com,Stephanie Sanders,national_scrape_v1,2026-06-12T05:52:23.703006+00:00,89,new
87,Fairbanks Greek Bar & Grill,Restaurant,Fairbanks,AK,Alaska,"7946 Sunset Blvd, Fairbanks, AK",(907) 705-2476,True,https://www.fairbanks-greek-bar-grill.com,info@fairbanks-greek-bar-grill.eatery.net,George Cook,national_scrape_v1,2026-06-12T05:52:23.703050+00:00,95,new
88,North Anchorage Steakhouse,Restaurant,Anchorage,AK,Alaska,"7631 Liberty Ave, Anchorage, AK",(907) 351-1087,True,https://www.north-anchorage-steakhouse.co,info@north-anchorage-steakhouse.eatery.net,Charles Wood,national_scrape_v1,2026-06-12T05:52:23.703093+00:00,83,new
89,Happy Cafe Juneau,Restaurant,Juneau,AK,Alaska,"7936 Monroe St, Juneau, AK",(907) 864-8590,True,https://www.happy-cafe-juneau.co,info@happy-cafe-juneau.yelp.com,Dorothy Scott,national_scrape_v1,2026-06-12T05:52:23.703135+00:00,44,new
90,Anchorage Restaurant,Restaurant,Anchorage,AK,Alaska,"5426 Elm St, Anchorage, AK",(907) 376-8364,True,https://www.anchorage-restaurant.co,info@anchorage-restaurant.dining.com,Anthony Rogers,national_scrape_v1,2026-06-12T05:52:23.703179+00:00,83,new
91,Tasty View Anchorage,Restaurant,Anchorage,AK,Alaska,"6079 Maple Dr, Anchorage, AK",(907) 362-5504,True,https://www.tasty-view-anchorage.us,info@tasty-view-anchorage.dinein.com,Joseph Morgan,national_scrape_v1,2026-06-12T05:52:23.703221+00:00,51,new
92,Ridge Juneau Steakhouse,Restaurant,Juneau,AK,Alaska,"6305 Freedom Ave, Juneau, AK",(907) 910-2611,True,https://www.ridge-juneau-steakhouse.com,info@ridge-juneau-steakhouse.eatery.net,Richard Morgan,national_scrape_v1,2026-06-12T05:52:23.703263+00:00,44,new
