id,business_name,industry,city,state_code,state_name,address,phone,phone_verified,website_url,email,contact_name,source,created_at,lead_score,status
12,Sure Fairbanks Air Conditioning,HVAC,Fairbanks,AK,Alaska,"7610 Innovation Blvd, Fairbanks, AK",(907) 395-1504,True,https://www.sure-fairbanks-air-conditioning.us,info@sure-fairbanks-air-conditioning.hvacpros.net,Patrick Gutierrez,national_scrape_v1,2026-06-12T05:52:40.497287+00:00,53,new
13,Metro Fairbanks Mechanical Services,HVAC,Fairbanks,AK,Alaska,"7581 Market St, Fairbanks, AK",(907) 794-6820,True,https://www.metro-fairbanks-mechanical-services.co,info@metro-fairbanks-mechanical-services.hvac.com,Patricia Harris,national_scrape_v1,2026-06-12T05:52:40.497361+00:00,55,new
14,Guardian Fairbanks Temperature Control,HVAC,Fairbanks,AK,Alaska,"535 Heritage Dr, Fairbanks, AK",(907) 878-1613,True,https://www.guardian-fairbanks-temperature-control.us,info@guardian-fairbanks-temperature-control.hvacservices.com,Paul Bennett,national_scrape_v1,2026-06-12T05:52:40.497410+00:00,72,new
15,Pioneer Anchorage Heating & Cooling,HVAC,Anchorage,AK,Alaska,"1488 East Blvd, Anchorage, AK",(907) 488-3955,True,https://www.pioneer-anchorage-heating-cooling.com,info@pioneer-anchorage-heating-cooling.airconditioning.com,Gregory Hernandez,national_scrape_v1,2026-06-12T05:52:40.497455+00:00,82,new
16,King Fairbanks HVAC Services,HVAC,Fairbanks,AK,Alaska,"2285 2nd Ave, Fairbanks, AK",(907) 854-9720,True,https://www.king-fairbanks-hvac-services.net,info@king-fairbanks-hvac-services.hvacpros.net,Gary Alvarez,national_scrape_v1,2026-06-12T05:52:40.497501+00:00,53,new
17,Cool Fairbanks Air Systems,HVAC,Fairbanks,AK,Alaska,"4101 Franklin St, Fairbanks, AK",(907) 819-1844,True,https://www.cool-fairbanks-air-systems.net,info@cool-fairbanks-air-systems.heatingandcooling.net,Andrew Brown,national_scrape_v1,2026-06-12T05:52:40.497547+00:00,69,new
18,Premier Juneau Air Systems,HVAC,Juneau,AK,Alaska,"4997 Maple Dr, Juneau, AK",(907) 330-8836,True,https://www.premier-juneau-air-systems.co,info@premier-juneau-air-systems.acrepair.com,Gary Young,national_scrape_v1,2026-06-12T05:52:40.497592+00:00,49,new
19,Summit Anchorage Cooling & Heating,HVAC,Anchorage,AK,Alaska,"4623 Business Park Dr, Anchorage, AK",(907) 630-9236,True,https://www.summit-anchorage-cooling-heating.us,info@summit-anchorage-cooling-heating.heatingandcooling.net,Maria Walker,national_scrape_v1,2026-06-12T05:52:40.497636+00:00,71,new
20,Green Juneau HVAC Services,HVAC,Juneau,AK,Alaska,"5487 Church St, Juneau, AK",(907) 436-6658,True,https://www.green-juneau-hvac-services.co,info@green-juneau-hvac-services.heatingandcooling.net,Joseph Peterson,national_scrape_v1,2026-06-12T05:52:40.497679+00:00,63,new
21,Main Street Anchorage Mechanical Services,HVAC,Anchorage,AK,Alaska,"4365 Heritage Dr, Anchorage, AK",(907) 746-7441,True,https://www.main-street-anchorage-mechanical-services.co,info@main-street-anchorage-mechanical-service.mechanicalservices.com,Gregory Garcia,national_scrape_v1,2026-06-12T05:52:40.497725+00:00,91,new
22,Gulf Juneau Heating & Air,HVAC,Juneau,AK,Alaska,"1283 West St, Juneau, AK",(907) 587-5295,True,https://www.gulf-juneau-heating-air.net,info@gulf-juneau-heating-air.heatingandcooling.net,Tyler Gomez,national_scrape_v1,2026-06-12T05:52:40.497769+00:00,72,new
23,Ironclad Anchorage HVAC Services,HVAC,Anchorage,AK,Alaska,"1632 South Ave, Anchorage, AK",(907) 589-4667,True,https://www.ironclad-anchorage-hvac-services.org,info@ironclad-anchorage-hvac-services.airconditioning.com,Tyler Ramirez,national_scrape_v1,2026-06-12T05:52:40.497812+00:00,63,new
24,York of Anchorage,HVAC,Anchorage,AK,Alaska,"4661 Lincoln Ave, Anchorage, AK",(907) 954-2700,True,https://www.york-of-anchorage.com,info@york-of-anchorage.hvacservices.com,Jacob Flores,national_scrape_v1,2026-06-12T05:52:40.497856+00:00,48,new
25,Metro Anchorage HVAC,HVAC,Anchorage,AK,Alaska,"6457 Industrial Blvd, Anchorage, AK",(907) 823-4913,True,https://www.metro-anchorage-hvac.org,info@metro-anchorage-hvac.airconditioning.com,Amy Diaz,national_scrape_v1,2026-06-12T05:52:40.497898+00:00,75,new
26,Ruud of Anchorage,HVAC,Anchorage,AK,Alaska,"4900 Madison Ave, Anchorage, AK",(907) 540-8758,True,https://www.ruud-of-anchorage.net,info@ruud-of-anchorage.airconditioning.com,Janet James,national_scrape_v1,2026-06-12T05:52:40.497940+00:00,92,new
27,Accurate Anchorage Climate Control,HVAC,Anchorage,AK,Alaska,"4788 Cedar Ln, Anchorage, AK",(907) 882-4458,True,https://www.accurate-anchorage-climate-control.net,info@accurate-anchorage-climate-control.hvacservices.com,Tyler Kim,national_scrape_v1,2026-06-12T05:52:40.497986+00:00,44,new
28,Anchorage HVAC,HVAC,Anchorage,AK,Alaska,"5536 Monroe St, Anchorage, AK",(907) 836-1772,True,https://www.anchorage-hvac.net,info@anchorage-hvac.mechanicalservices.com,Ryan Nguyen,national_scrape_v1,2026-06-12T05:52:40.498033+00:00,71,new
29,Five Star Fairbanks Heating & Air,HVAC,Fairbanks,AK,Alaska,"3691 Jefferson Dr, Fairbanks, AK",(907) 475-5435,True,https://www.five-star-fairbanks-heating-air.com,info@five-star-fairbanks-heating-air.acrepair.com,Carolyn Watson,national_scrape_v1,2026-06-12T05:52:40.498078+00:00,46,new
30,Total Anchorage Heating & Air,HVAC,Anchorage,AK,Alaska,"9853 Monroe St, Anchorage, AK",(907) 457-8790,True,https://www.total-anchorage-heating-air.us,info@total-anchorage-heating-air.acrepair.com,Ashley Walker,national_scrape_v1,2026-06-12T05:52:40.498120+00:00,89,new
31,Drain King of Juneau,Plumbing,Juneau,AK,Alaska,"5589 Madison Ave, Juneau, AK",(907) 694-4908,True,https://www.drain-king-of-juneau.us,info@drain-king-of-juneau.drainpros.com,Dorothy Smith,national_scrape_v1,2026-06-12T05:52:40.498167+00:00,92,new
32,Modern Fairbanks Rooter & Plumbing,Plumbing,Fairbanks,AK,Alaska,"3222 Pine St, Fairbanks, AK",(907) 887-6820,True,https://www.modern-fairbanks-rooter-plumbing.us,info@modern-fairbanks-rooter-plumbing.pipeanddrain.com,Stephen Hill,national_scrape_v1,2026-06-12T05:52:40.498211+00:00,93,new
33,Modern Fairbanks Plumbing & Heating,Plumbing,Fairbanks,AK,Alaska,"4839 Pine St, Fairbanks, AK",(907) 894-1792,True,https://www.modern-fairbanks-plumbing-heating.net,info@modern-fairbanks-plumbing-heating.rooter.com,Andrew Allen,national_scrape_v1,2026-06-12T05:52:40.498256+00:00,69,new
34,Drain Anchorage Plumbing Services,Plumbing,Anchorage,AK,Alaska,"1358 Lincoln Ave, Anchorage, AK",(907) 671-6635,True,https://www.drain-anchorage-plumbing-services.com,info@drain-anchorage-plumbing-services.plumbers.net,Joseph Rivera,national_scrape_v1,2026-06-12T05:52:40.498319+00:00,83,new
35,Capital Juneau Plumbing,Plumbing,Juneau,AK,Alaska,"9731 5th Ave, Juneau, AK",(907) 912-5560,True,https://www.capital-juneau-plumbing.org,info@capital-juneau-plumbing.plumbingservices.net,Lisa Morris,national_scrape_v1,2026-06-12T05:52:40.498373+00:00,44,new
36,Rapid Anchorage Plumbing & Drain,Plumbing,Anchorage,AK,Alaska,"1235 Jefferson Dr, Anchorage, AK",(907) 391-3244,True,https://www.rapid-anchorage-plumbing-drain.com,info@rapid-anchorage-plumbing-drain.plumbing.com,Thomas Bennett,national_scrape_v1,2026-06-12T05:52:40.498419+00:00,87,new
37,City Fairbanks Plumbing & Drain,Plumbing,Fairbanks,AK,Alaska,"5269 Hill St, Fairbanks, AK",(907) 211-8110,True,https://www.city-fairbanks-plumbing-drain.net,info@city-fairbanks-plumbing-drain.plumbingpros.com,Larry Phillips,national_scrape_v1,2026-06-12T05:52:40.498464+00:00,88,new
38,Eagle Anchorage Plumbing & Heating,Plumbing,Anchorage,AK,Alaska,"8498 College Ave, Anchorage, AK",(907) 207-7339,True,https://www.eagle-anchorage-plumbing-heating.net,info@eagle-anchorage-plumbing-heating.plumbing.com,Linda Hall,national_scrape_v1,2026-06-12T05:52:40.498508+00:00,85,new
39,Guardian Fairbanks Plumbing,Plumbing,Fairbanks,AK,Alaska,"4481 Church St, Fairbanks, AK",(907) 621-4219,True,https://www.guardian-fairbanks-plumbing.net,info@guardian-fairbanks-plumbing.pipeanddrain.com,Stephanie Taylor,national_scrape_v1,2026-06-12T05:52:40.498553+00:00,71,new
40,Select Anchorage Plumbing & Heating,Plumbing,Anchorage,AK,Alaska,"6498 Medical Center Dr, Anchorage, AK",(907) 225-5432,True,https://www.select-anchorage-plumbing-heating.us,info@select-anchorage-plumbing-heating.plumbingservices.net,Diane Garcia,national_scrape_v1,2026-06-12T05:52:40.498598+00:00,40,new
41,Roto-Rooter of Anchorage,Plumbing,Anchorage,AK,Alaska,"3528 Cedar Ln, Anchorage, AK",(907) 891-1390,True,https://www.roto-rooter-of-anchorage.org,info@roto-rooter-of-anchorage.drainpros.com,Edward Richardson,national_scrape_v1,2026-06-12T05:52:40.498641+00:00,78,new
42,Best Fairbanks Pipe & Drain,Plumbing,Fairbanks,AK,Alaska,"4999 Medical Center Dr, Fairbanks, AK",(907) 503-9640,True,https://www.best-fairbanks-pipe-drain.us,info@best-fairbanks-pipe-drain.rooter.com,Eric Torres,national_scrape_v1,2026-06-12T05:52:40.498685+00:00,69,new
43,Rooter Anchorage Drain Cleaning,Plumbing,Anchorage,AK,Alaska,"1283 Lincoln Ave, Anchorage, AK",(907) 464-2481,True,https://www.rooter-anchorage-drain-cleaning.co,info@rooter-anchorage-drain-cleaning.drainpros.com,Jessica Hill,national_scrape_v1,2026-06-12T05:52:40.498731+00:00,75,new
44,Plumbing Masters of Anchorage,Plumbing,Anchorage,AK,Alaska,"9884 Lincoln Ave, Anchorage, AK",(907) 427-6654,True,https://www.plumbing-masters-of-anchorage.com,info@plumbing-masters-of-anchorage.pipeanddrain.com,James Phillips,national_scrape_v1,2026-06-12T05:52:40.498774+00:00,85,new
45,Pride Juneau Plumbing Pros,Plumbing,Juneau,AK,Alaska,"2496 East Blvd, Juneau, AK",(907) 817-9864,True,https://www.pride-juneau-plumbing-pros.com,info@pride-juneau-plumbing-pros.plumbingpros.com,Lisa Ramos,national_scrape_v1,2026-06-12T05:52:40.498869+00:00,66,new
46,Apex Anchorage Plumbing Pros,Plumbing,Anchorage,AK,Alaska,"7487 Sunset Blvd, Anchorage, AK",(907) 399-6118,True,https://www.apex-anchorage-plumbing-pros.net,info@apex-anchorage-plumbing-pros.drainpros.com,Justin Walker,national_scrape_v1,2026-06-12T05:52:40.498916+00:00,83,new
47,ProTech Anchorage Plumbing & Drain,Plumbing,Anchorage,AK,Alaska,"1867 Victory Blvd, Anchorage, AK",(907) 304-9826,True,https://www.protech-anchorage-plumbing-drain.org,info@protech-anchorage-plumbing-drain.plumbingpros.com,Karen Murphy,national_scrape_v1,2026-06-12T05:52:40.498961+00:00,55,new
48,Rooter-Man of Anchorage,Plumbing,Anchorage,AK,Alaska,"2972 River Rd, Anchorage, AK",(907) 214-6842,True,https://www.rooter-man-of-anchorage.com,info@rooter-man-of-anchorage.plumbingservices.net,Tyler Sanchez,national_scrape_v1,2026-06-12T05:52:40.499010+00:00,78,new
49,Roto-Rooter of Fairbanks,Plumbing,Fairbanks,AK,Alaska,"7038 Heritage Dr, Fairbanks, AK",(907) 811-1020,True,https://www.roto-rooter-of-fairbanks.org,info@roto-rooter-of-fairbanks.plumbing.com,Kathleen Ramos,national_scrape_v1,2026-06-12T05:52:40.499053+00:00,44,new
50,American Fairbanks Plumbing Co.,Plumbing,Fairbanks,AK,Alaska,"5227 Industrial Blvd, Fairbanks, AK",(907) 893-1450,True,https://www.american-fairbanks-plumbing-co.us,info@american-fairbanks-plumbing-co.plumbing.com,Ryan Ross,national_scrape_v1,2026-06-12T05:52:40.499101+00:00,92,new
51,Juneau Plumbing Pros,Plumbing,Juneau,AK,Alaska,"2140 Oak Ave, Juneau, AK",(907) 596-1355,True,https://www.juneau-plumbing-pros.org,info@juneau-plumbing-pros.plumbing.com,Betty Reed,national_scrape_v1,2026-06-12T05:52:40.499146+00:00,70,new
52,Aqua Anchorage Pipe & Drain,Plumbing,Anchorage,AK,Alaska,"9966 Park Ave, Anchorage, AK",(907) 266-6909,True,https://www.aqua-anchorage-pipe-drain.com,info@aqua-anchorage-pipe-drain.rooter.com,Brian Johnson,national_scrape_v1,2026-06-12T05:52:40.499190+00:00,88,new
53,Fairbanks Pipe & Drain,Plumbing,Fairbanks,AK,Alaska,"3772 West St, Fairbanks, AK",(907) 324-4037,True,https://www.fairbanks-pipe-drain.co,info@fairbanks-pipe-drain.plumbers.net,Raymond Turner,national_scrape_v1,2026-06-12T05:52:40.499234+00:00,82,new
54,Crown Fairbanks Pipe & Drain,Plumbing,Fairbanks,AK,Alaska,"301 Enterprise Ave, Fairbanks, AK",(907) 790-6750,True,https://www.crown-fairbanks-pipe-drain.us,info@crown-fairbanks-pipe-drain.plumbers.net,Gregory Cook,national_scrape_v1,2026-06-12T05:52:40.499281+00:00,64,new
55,Juneau Plumbing Solutions,Plumbing,Juneau,AK,Alaska,"3977 River Rd, Juneau, AK",(907) 456-8924,True,https://www.juneau-plumbing-solutions.com,info@juneau-plumbing-solutions.pipeanddrain.com,Steven Adams,national_scrape_v1,2026-06-12T05:52:40.499349+00:00,48,new
56,Flow Juneau Rooter & Plumbing,Plumbing,Juneau,AK,Alaska,"3083 Monroe St, Juneau, AK",(907) 995-3789,True,https://www.flow-juneau-rooter-plumbing.co,info@flow-juneau-rooter-plumbing.drainpros.com,Sandra Wright,national_scrape_v1,2026-06-12T05:52:40.499485+00:00,53,new
57,Anchorage Plumbing Co.,Plumbing,Anchorage,AK,Alaska,"2242 Market St, Anchorage, AK",(907) 445-4850,True,https://www.anchorage-plumbing-co.org,info@anchorage-plumbing-co.plumbingpros.com,Helen Kelly,national_scrape_v1,2026-06-12T05:52:40.499531+00:00,78,new
58,Mr. Rooter of Fairbanks,Plumbing,Fairbanks,AK,Alaska,"4772 River Rd, Fairbanks, AK",(907) 430-2544,True,https://www.mr-rooter-of-fairbanks.net,info@mr-rooter-of-fairbanks.plumbingpros.com,Joshua Wright,national_scrape_v1,2026-06-12T05:52:40.499576+00:00,88,new
59,Integrity Anchorage Pipe & Drain,Plumbing,Anchorage,AK,Alaska,"9503 Sunset Blvd, Anchorage, AK",(907) 687-8149,True,https://www.integrity-anchorage-pipe-drain.com,info@integrity-anchorage-pipe-drain.drainpros.com,Kathleen Peterson,national_scrape_v1,2026-06-12T05:52:40.499619+00:00,49,new
60,AAA Fairbanks Plumbing & Heating,Plumbing,Fairbanks,AK,Alaska,"414 Washington St, Fairbanks, AK",(907) 663-3226,True,https://www.aaa-fairbanks-plumbing-heating.net,info@aaa-fairbanks-plumbing-heating.plumbers.net,Debra Ruiz,national_scrape_v1,2026-06-12T05:52:40.499663+00:00,90,new
61,White Anchorage Roofing Co.,Roofing,Anchorage,AK,Alaska,"9907 River Rd, Anchorage, AK",(907) 776-5645,True,https://www.white-anchorage-roofing-co.com,info@white-anchorage-roofing-co.roofingcontractors.com,Susan Moore,national_scrape_v1,2026-06-12T05:52:40.499712+00:00,63,new
62,Reliable Fairbanks Roofing Co.,Roofing,Fairbanks,AK,Alaska,"6973 Washington St, Fairbanks, AK",(907) 710-2992,True,https://www.reliable-fairbanks-roofing-co.com,info@reliable-fairbanks-roofing-co.roofers.net,Debra Phillips,national_scrape_v1,2026-06-12T05:52:40.499755+00:00,79,new
63,Fortress Anchorage Roofing Services,Roofing,Anchorage,AK,Alaska,"4719 Highland Ave, Anchorage, AK",(907) 200-7728,True,https://www.fortress-anchorage-roofing-services.us,info@fortress-anchorage-roofing-services.roofsolutions.com,Catherine Richardson,national_scrape_v1,2026-06-12T05:52:40.499966+00:00,78,new
64,Anchorage Roofing Co.,Roofing,Anchorage,AK,Alaska,"4508 Madison Ave, Anchorage, AK",(907) 267-8042,True,https://www.anchorage-roofing-co.us,info@anchorage-roofing-co.exteriors.com,Stephanie Richardson,national_scrape_v1,2026-06-12T05:52:40.500020+00:00,66,new
65,Anchorage Roofing & Construction,Roofing,Anchorage,AK,Alaska,"901 Adams Blvd, Anchorage, AK",(907) 876-1587,True,https://www.anchorage-roofing-construction.co,info@anchorage-roofing-construction.roofers.net,Christopher Parker,national_scrape_v1,2026-06-12T05:52:40.500065+00:00,55,new
66,Modern Juneau Roofing Solutions,Roofing,Juneau,AK,Alaska,"2014 Business Park Dr, Juneau, AK",(907) 336-4041,True,https://www.modern-juneau-roofing-solutions.us,info@modern-juneau-roofing-solutions.roofsolutions.com,Emily Sanders,national_scrape_v1,2026-06-12T05:52:40.500113+00:00,55,new
67,United Juneau Roof Pros,Roofing,Juneau,AK,Alaska,"770 Innovation Blvd, Juneau, AK",(907) 892-5885,True,https://www.united-juneau-roof-pros.co,info@united-juneau-roof-pros.roofers.net,Helen Bennett,national_scrape_v1,2026-06-12T05:52:40.500157+00:00,42,new
68,Triangle Anchorage Roofing & Siding,Roofing,Anchorage,AK,Alaska,"5892 Broadway, Anchorage, AK",(907) 809-5808,True,https://www.triangle-anchorage-roofing-siding.org,info@triangle-anchorage-roofing-siding.roofing.com,Heather James,national_scrape_v1,2026-06-12T05:52:40.500201+00:00,53,new
69,Juneau Roof Pros,Roofing,Juneau,AK,Alaska,"3427 Hamilton Ave, Juneau, AK",(907) 539-6720,True,https://www.juneau-roof-pros.us,info@juneau-roof-pros.roofers.net,Patricia Rivera,national_scrape_v1,2026-06-12T05:52:40.500249+00:00,48,new
70,Liberty Anchorage Exteriors,Roofing,Anchorage,AK,Alaska,"3085 Broadway, Anchorage, AK",(907) 997-8692,True,https://www.liberty-anchorage-exteriors.us,info@liberty-anchorage-exteriors.roofpros.com,Jason Garcia,national_scrape_v1,2026-06-12T05:52:40.500292+00:00,74,new
71,GAF of Juneau,Roofing,Juneau,AK,Alaska,"4858 Sunset Blvd, Juneau, AK",(907) 639-3244,True,https://www.gaf-of-juneau.net,info@gaf-of-juneau.roofers.net,Eric Perez,national_scrape_v1,2026-06-12T05:52:40.500365+00:00,87,new
72,Red Juneau Roofing Co.,Roofing,Juneau,AK,Alaska,"8428 Broadway, Juneau, AK",(907) 661-4747,True,https://www.red-juneau-roofing-co.co,info@red-juneau-roofing-co.roofingcontractors.com,Betty Nguyen,national_scrape_v1,2026-06-12T05:52:40.500413+00:00,94,new
73,Malarkey Roofing of Juneau,Roofing,Juneau,AK,Alaska,"148 Corporate Dr, Juneau, AK",(907) 729-2579,True,https://www.malarkey-roofing-of-juneau.com,info@malarkey-roofing-of-juneau.exteriors.com,Rebecca Martinez,national_scrape_v1,2026-06-12T05:52:40.500458+00:00,62,new
74,Quality Anchorage Roofing & Construction,Roofing,Anchorage,AK,Alaska,"5499 Highland Ave, Anchorage, AK",(907) 607-1938,True,https://www.quality-anchorage-roofing-construction.co,info@quality-anchorage-roofing-construction.roofsolutions.com,Samuel Torres,national_scrape_v1,2026-06-12T05:52:40.500503+00:00,90,new
75,Crown Fairbanks Roofing Services,Roofing,Fairbanks,AK,Alaska,"770 North St, Fairbanks, AK",(907) 812-4474,True,https://www.crown-fairbanks-roofing-services.org,info@crown-fairbanks-roofing-services.roofing.com,Karen Sanchez,national_scrape_v1,2026-06-12T05:52:40.500547+00:00,90,new
76,IKO of Juneau,Roofing,Juneau,AK,Alaska,"4016 Enterprise Ave, Juneau, AK",(907) 221-9157,True,https://www.iko-of-juneau.co,info@iko-of-juneau.roofpros.com,Anthony Cooper,national_scrape_v1,2026-06-12T05:52:40.500589+00:00,91,new
77,Grand Anchorage Roofing & Remodeling,Roofing,Anchorage,AK,Alaska,"8355 East Blvd, Anchorage, AK",(907) 663-8603,True,https://www.grand-anchorage-roofing-remodeling.net,info@grand-anchorage-roofing-remodeling.roofpros.com,Justin Hill,national_scrape_v1,2026-06-12T05:52:40.500632+00:00,80,new
78,Premier Anchorage Roofing Contractors,Roofing,Anchorage,AK,Alaska,"739 University Blvd, Anchorage, AK",(907) 424-8630,True,https://www.premier-anchorage-roofing-contractors.com,info@premier-anchorage-roofing-contractors.roofingservices.com,Joseph Anderson,national_scrape_v1,2026-06-12T05:52:40.500676+00:00,77,new
79,Juneau Roof Pros,Roofing,Juneau,AK,Alaska,"5566 School St, Juneau, AK",(907) 240-3417,True,https://www.juneau-roof-pros.co,info@juneau-roof-pros.roofsolutions.com,Brenda Phillips,national_scrape_v1,2026-06-12T05:52:40.500718+00:00,40,new
80,Golden Juneau Roofing Services,Roofing,Juneau,AK,Alaska,"1520 Hamilton Ave, Juneau, AK",(907) 596-7975,True,https://www.golden-juneau-roofing-services.com,info@golden-juneau-roofing-services.roofing.com,Patricia Sanders,national_scrape_v1,2026-06-12T05:52:40.500762+00:00,43,new
81,Crown Juneau Roofing Co.,Roofing,Juneau,AK,Alaska,"6505 Main St, Juneau, AK",(907) 246-8903,True,https://www.crown-juneau-roofing-co.us,info@crown-juneau-roofing-co.roofsolutions.com,Anna Evans,national_scrape_v1,2026-06-12T05:52:40.500806+00:00,84,new
82,CertainTeed of Juneau,Roofing,Juneau,AK,Alaska,"7959 Medical Center Dr, Juneau, AK",(907) 998-3253,True,https://www.certainteed-of-juneau.com,info@certainteed-of-juneau.roofing.com,Michelle Martin,national_scrape_v1,2026-06-12T05:52:40.500853+00:00,45,new
83,West Juneau Roofing & Siding,Roofing,Juneau,AK,Alaska,"2412 Highland Ave, Juneau, AK",(907) 652-5529,True,https://www.west-juneau-roofing-siding.com,info@west-juneau-roofing-siding.roofing.com,Steven Hernandez,national_scrape_v1,2026-06-12T05:52:40.500900+00:00,82,new
84,Select Fairbanks Roofing & Construction,Roofing,Fairbanks,AK,Alaska,"911 Enterprise Ave, Fairbanks, AK",(907) 631-1502,True,https://www.select-fairbanks-roofing-construction.com,info@select-fairbanks-roofing-construction.roofpros.com,Emma Wood,national_scrape_v1,2026-06-12T05:52:40.500945+00:00,60,new
85,National Anchorage Roofing Services,Roofing,Anchorage,AK,Alaska,"464 Adams Blvd, Anchorage, AK",(907) 356-4853,True,https://www.national-anchorage-roofing-services.us,info@national-anchorage-roofing-services.roofpros.com,Daniel Jones,national_scrape_v1,2026-06-12T05:52:40.500990+00:00,62,new
86,Central Anchorage Roofing Solutions,Roofing,Anchorage,AK,Alaska,"2050 Lake Dr, Anchorage, AK",(907) 647-9798,True,https://www.central-anchorage-roofing-solutions.org,info@central-anchorage-roofing-solutions.roofers.net,Brian Green,national_scrape_v1,2026-06-12T05:52:40.501038+00:00,66,new
87,Owens Corning of Juneau,Roofing,Juneau,AK,Alaska,"3621 Maple Dr, Juneau, AK",(907) 474-5526,True,https://www.owens-corning-of-juneau.co,info@owens-corning-of-juneau.roofingservices.com,Melissa Baker,national_scrape_v1,2026-06-12T05:52:40.501082+00:00,67,new
88,National Juneau Roofing Co.,Roofing,Juneau,AK,Alaska,"889 Cedar Ln, Juneau, AK",(907) 964-7011,True,https://www.national-juneau-roofing-co.net,info@national-juneau-roofing-co.roofsolutions.com,Robert Ramos,national_scrape_v1,2026-06-12T05:52:40.501126+00:00,68,new
89,Southwest Anchorage Roofing & Construction,Roofing,Anchorage,AK,Alaska,"355 Madison Ave, Anchorage, AK",(907) 350-4465,True,https://www.southwest-anchorage-roofing-construction.us,info@southwest-anchorage-roofing-construction.roofingcontractors.com,Ronald Rodriguez,national_scrape_v1,2026-06-12T05:52:40.501170+00:00,91,new
90,Pioneer Anchorage Roofing Co.,Roofing,Anchorage,AK,Alaska,"9931 Sunset Blvd, Anchorage, AK",(907) 362-6545,True,https://www.pioneer-anchorage-roofing-co.org,info@pioneer-anchorage-roofing-co.exteriors.com,Sarah Miller,national_scrape_v1,2026-06-12T05:52:40.501213+00:00,93,new
91,Electric Fairbanks Electrical Solutions,Electrical,Fairbanks,AK,Alaska,"6505 Jefferson Dr, Fairbanks, AK",(907) 562-9347,True,https://www.electric-fairbanks-electrical-solutions.com,info@electric-fairbanks-electrical-solutions.electrical.com,Charles Green,national_scrape_v1,2026-06-12T05:52:40.501259+00:00,90,new
